Set Folder,File Name,Convergence,a,b,c,alpha,beta,gamma,Formula,Ga_count,N_count,Energy,Spacegroup
set_1,mp-1009646-ReN-GaN_swapped,YES,2.982563469,2.982563469,2.687584558,90,90,120,GaN,1,1,-10.40149384,P -6 m 2
set_1,mp-1006882-CdC-GaN_randomly_scaled,YES,3.245477852,6.490357781,3.245477852,59.99695249,60,59.99695249,Ga2N2,2,2,-24.32555045,R 3 m
set_1,mp-1009648-PtC-GaN_randomly_scaled,YES,2.987778497,2.987778497,5.364546426,90,90,120,Ga2N2,2,2,-20.83117209,P -6 m 2
set_1,mp-1001827-IrC-GaN_swapped_randomly_scaled,YES,2.988356691,2.988356691,5.367198835,90,90,120,Ga2N2,2,2,-20.82943784,P -6 m 2
set_1,mp-1001825-LiBe-GaN_swapped,YES,3.019323846,2.96422781,5.222816865,55.72706179,90,90,Ga2N2,2,2,-22.51479017,P 21/m
set_1,mp-1009017-HoSb-GaN_randomly_scaled,YES,2.736635091,5.474089218,2.736635091,90,90,90,Ga2N2,2,2,-18.13660157,P 4/m m m
set_1,mp-1002124-HfC-GaN_swapped,YES,3.246271855,3.246271855,3.246271855,60,60,60,GaN,1,1,-12.16023567,F -4 3 m
set_1,mp-1008928-EuSe-GaN_swapped_randomly_scaled,YES,2.736782178,2.736782178,5.473013554,90,90,90,Ga2N2,2,2,-18.1365674,P 4/m m m
set_1,mp-1008610-AuN-GaN_randomly_scaled,YES,3.023985535,3.023985535,6.047791632,59.99901852,59.99901852,60,Ga2N2,2,2,-22.71870112,R -3 m
set_1,mp-1009009-LiF-GaN_swapped_randomly_scaled,YES,2.726457246,2.726457246,5.484575507,90,90,90,Ga2N2,2,2,-18.1411602,P 4/m m m
set_1,mp-1001825-LiBe-GaN,YES,3.52097301,2.841010486,5.547730868,74.2860884,90,90,Ga2N2,2,2,-16.89624344,P 21/m
set_1,mp-1007918-DyAu-GaN_randomly_scaled,YES,3.02218134,6.047765288,5.239463172,90,54.70143521,90,Ga4N4,4,4,-45.46464117,P 21/m
set_1,mp-1009833-TaN-GaN_randomly_scaled,YES,3.245718889,3.245718889,6.491442731,60.00002524,60.00002524,60,Ga2N2,2,2,-24.31170555,F -4 3 m
set_1,mp-10109-NpS-GaN_randomly_scaled,YES,6.053561469,3.024017126,3.024017126,60,60.03019893,60.03019893,Ga2N2,2,2,-22.74087868,R -3 m
set_1,mp-1009601-PdN-GaN,YES,2.992575475,2.992575475,2.680521489,90,90,120,GaN,1,1,-10.41154808,P -6 m 2
set_1,mp-1014219-HfZn-GaN,YES,2.736324808,2.736324808,2.736324808,90,90,90,GaN,1,1,-9.12808007,P m -3 m
set_1,mp-1009018-InAg-GaN_randomly_scaled,YES,2.719059498,2.719059498,5.509783757,90,90,90,Ga2N2,2,2,-18.26086191,P 4/m m m
set_1,mp-1009734-RhN-GaN_swapped,YES,3.244518377,3.244518377,3.244518377,60,60,60,GaN,1,1,-12.15482406,F -4 3 m
set_1,mp-1009753-ScGe-GaN_swapped,YES,3.244722861,3.244722861,3.244722861,60,60,60,GaN,1,1,-12.16754635,F -4 3 m
set_1,mp-1009894-ZrC-GaN_swapped,YES,3.246053268,3.246053268,3.246053268,60,60,60,GaN,1,1,-12.16147504,F -4 3 m
set_1,mp-1009767-AgN-GaN_randomly_scaled,YES,5.976689914,2.988341165,2.684141223,90,90,120.0000925,Ga2N2,2,2,-20.83518739,P m
set_1,mp-1009538-PdC-GaN,YES,3.245153762,3.245153762,3.245153762,60,60,60,GaN,1,1,-12.15549793,F -4 3 m
set_1,mp-1009663-ReC-GaN_swapped_randomly_scaled,YES,3.244621008,3.244621008,6.48912366,59.99939665,59.99939665,60,Ga2N2,2,2,-24.30996212,R 3 m
set_1,mp-1009488-NiN-GaN_swapped,YES,3.024741036,3.024741036,3.024741036,60,60,60,GaN,1,1,-11.35126273,F m -3 m
set_1,mp-1001833-InBi-GaN_swapped,YES,3.244857548,3.244857548,3.244857548,60,60,60,GaN,1,1,-12.16808333,F -4 3 m
set_1,mp-1008489-CdN-GaN_randomly_scaled,YES,2.730824575,2.730824575,5.461655311,90,90,90,Ga2N2,2,2,-18.15606946,P m -3 m
set_1,mp-1009135-MnP-GaN_swapped_randomly_scaled,YES,3.244971697,6.489521731,3.244971697,59.99785059,60,59.99785059,Ga2N2,2,2,-24.3282032,R 3 m
set_1,mp-1008752-CeTe-GaN_randomly_scaled,YES,5.475350216,2.737790407,2.737790407,90,90,90,Ga2N2,2,2,-18.1367058,P 4/m m m
set_1,mp-1014138-ZrB-GaN,YES,3.009919771,3.009919771,5.110186405,90,90,120,Ga2N2,2,2,-22.19117565,P -6 m 2
set_1,mp-1008926-CrTe-GaN_randomly_scaled,YES,6.497680684,3.248809131,3.248809131,60,60.00031779,60.00031779,Ga2N2,2,2,-24.3347335,R 3 m
set_1,mp-1002226-ErAs-GaN,YES,2.736673451,2.736673451,2.736673451,90,90,90,GaN,1,1,-9.06783708,P m -3 m
set_1,mp-1009748-ScC-GaN_swapped,YES,2.734170139,2.734170139,2.734170139,90,90,90,GaN,1,1,-9.07514387,P m -3 m
set_1,mp-1014230-TiZn-GaN_swapped_randomly_scaled,YES,2.718816214,5.523475644,2.718816214,90,90,90,Ga2N2,2,2,-18.24697176,P 4/m m m
set_1,mp-1009836-ZrN-GaN_swapped_randomly_scaled,YES,5.469152915,2.734583568,2.734583568,90,90,90,Ga2N2,2,2,-18.14919309,P m -3 m
set_1,mp-10051-TeAs-GaN_swapped_randomly_scaled,YES,3.024684699,6.043834516,3.024684699,59.96970129,60,59.96970129,Ga2N2,2,2,-22.74165827,R -3 m
set_1,mp-1007652-InAs-GaN_swapped,YES,3.247260713,3.247310455,5.289726939,89.99915462,89.99971336,119.9991669,Ga2N2,2,2,-24.36430275,P 1
set_1,mp-1006887-CdC-GaN_swapped,YES,3.024729306,3.024729306,3.024729306,60,60,60,GaN,1,1,-11.36312025,F m -3 m
set_1,mp-1009734-RhN-GaN_randomly_scaled,YES,6.489008242,3.244534097,3.244534097,60,59.99969438,59.99969438,Ga2N2,2,2,-24.30965125,R 3 m
set_1,mp-1009832-TaC-GaN,YES,3.246160041,3.246160041,3.246160041,60,60,60,GaN,1,1,-12.15675889,F -4 3 m
set_1,mp-10020-ScC-GaN_swapped_randomly_scaled,YES,6.04765767,3.023936509,3.023936509,60,59.99882208,59.99882208,Ga2N2,2,2,-22.71935349,R -3 m
set_1,mp-1002210-EuS-GaN,YES,2.736524959,2.736524959,2.736524959,90,90,90,GaN,1,1,-9.06786743,P m -3 m
set_1,mp-1009483-NiN-GaN,YES,2.733151509,2.733151509,2.733151509,90,90,90,GaN,1,1,-9.04570457,P m -3 m
set_1,mp-1002223-DyP-GaN_randomly_scaled,YES,2.721316767,2.721316767,5.502434323,90,90,90,Ga2N2,2,2,-18.26088443,P 4/m m m
set_1,mp-1007786-HfIr-GaN_swapped_randomly_scaled,YES,6.05638386,3.02349028,5.23374505,54.70109394,90,90,Ga4N4,4,4,-45.45773095,P 21/m
set_1,mp-1008924-DySb-GaN_swapped,YES,2.735835978,2.735835978,2.735835978,90,90,90,GaN,1,1,-9.06832145,P m -3 m
set_1,mp-1009538-PdC-GaN_randomly_scaled,YES,6.490721,3.245358171,3.245358171,60,60.00002374,60.00002374,Ga2N2,2,2,-24.31099736,F -4 3 m
set_1,mp-1009494-NpN-GaN_swapped_randomly_scaled,YES,3.245017141,6.489621832,3.245017141,59.99789758,60,59.99789758,Ga2N2,2,2,-24.32795036,R 3 m
set_1,mp-1008987-IrN-GaN_swapped,YES,3.244638657,3.244638657,3.244638657,60,60,60,GaN,1,1,-12.15498185,F -4 3 m
set_1,mp-1002109-VCo-GaN_swapped_randomly_scaled,YES,5.468651459,2.734333137,2.734333137,90,90,90,Ga2N2,2,2,-18.15072425,P m -3 m
set_1,mp-1007770-TlAs-GaN_swapped,YES,3.24529658,3.24529658,3.24529658,60,60,60,GaN,1,1,-12.16763391,F -4 3 m
set_1,mp-1008471-CdTe-GaN,YES,3.407063547,3.407063547,4.666866161,90,90,120.4597579,Ga2N2,2,2,-23.44133337,C m c m
set_1,mp-1009750-ScN-GaN_swapped_randomly_scaled,YES,3.246246693,3.246246693,6.492492929,59.99999767,59.99999767,60,Ga2N2,2,2,-24.31522438,F -4 3 m
set_1,mp-1009819-SrO-GaN,YES,2.739625623,2.739625623,2.739625623,90,90,90,GaN,1,1,-9.12415394,P m -3 m
set_1,mp-1007770-TlAs-GaN,YES,3.24529657,3.24529657,3.24529657,60,60,60,GaN,1,1,-12.16763391,F -4 3 m
set_1,mp-1009814-SmAs-GaN_swapped_randomly_scaled,YES,2.729809109,2.729809109,5.475410138,90,90,90,Ga2N2,2,2,-18.17886892,P 4/m m m
set_1,mp-1004526-WS-GaN_randomly_scaled,YES,2.737021093,5.474032682,1.446283474,90,90,119.9992367,Ga4N4,4,4,-38.1016289,P 1
set_1,mp-1009819-SrO-GaN_swapped,YES,2.739623684,2.739623684,2.739623684,90,90,90,GaN,1,1,-9.12415411,P m -3 m
set_1,mp-1009458-NbC-GaN_swapped,YES,3.246303238,3.246303238,3.246303238,60,60,60,GaN,1,1,-12.15709083,F -4 3 m
set_1,mp-1007691-HfPt-GaN_randomly_scaled,YES,2.926335433,5.868246355,5.975403918,90,75.45771863,90,Ga4N4,4,4,-43.71666935,P 21/m
set_1,mp-1009878-ZrC-GaN_swapped_randomly_scaled,YES,2.733891801,2.733891801,5.467336794,90,90,90,Ga2N2,2,2,-18.15306134,P 4/m m m
set_1,mp-1011031-PrBi-GaN_swapped_randomly_scaled,YES,2.737156622,2.737156622,5.4742737,90,90,90,Ga2N2,2,2,-18.13734482,P 4/m m m
set_1,mp-1008912-AgC-GaN,YES,3.246391834,3.246391834,3.246391834,60,60,60,GaN,1,1,-12.15845351,F -4 3 m
set_1,mp-1009894-ZrC-GaN,YES,3.246053149,3.246053149,3.246053149,60,60,60,GaN,1,1,-12.16147505,F -4 3 m
set_1,mp-1002164-GeC-GaN_randomly_scaled,YES,3.244496426,6.488938116,3.244496426,59.99972097,60,59.99972097,Ga2N2,2,2,-24.30937386,R 3 m
set_1,mp-1009839-TbAl-GaN,YES,2.733991288,2.733991288,2.733991288,90,90,90,GaN,1,1,-9.0680057,P m -3 m
set_1,mp-1002187-TcB-GaN_swapped,YES,3.024719561,3.024719561,3.024719561,60,60,60,GaN,1,1,-11.35646369,F m -3 m
set_1,mp-1001785-MoP-GaN_swapped,YES,3.023967413,3.023967413,3.023967413,60,60,60,GaN,1,1,-11.36514627,F m -3 m
set_1,mp-1009078-CoN-GaN_swapped_randomly_scaled,YES,3.021410069,6.042800603,3.021410069,59.99989306,60,59.99989306,Ga2N2,2,2,-22.69663756,R -3 m
set_1,mp-1008559-BP-GaN_randomly_scaled,YES,6.488575964,3.244287938,5.298528863,90,90,120.0017844,Ga4N4,4,4,-48.67160078,P 21
set_1,mp-1001913-HoBi-GaN,YES,2.736336999,2.736336999,2.736336999,90,90,90,GaN,1,1,-9.06842637,P m -3 m
set_1,mp-1002122-HfIr-GaN_swapped,YES,2.73649306,2.73649306,2.73649306,90,90,90,GaN,1,1,-9.12775546,P m -3 m
set_1,mp-1008786-MgTe-GaN_swapped,YES,3.026026009,3.026026009,3.026026009,60,60,60,GaN,1,1,-11.3683195,F m -3 m
set_1,mp-10015-SiOs-GaN_swapped,YES,2.733471653,2.733471653,2.733471653,90,90,90,GaN,1,1,-9.07661129,P m -3 m
set_1,mp-1009753-ScGe-GaN_swapped_randomly_scaled,YES,3.2449887,6.490039121,3.2449887,60.00031459,60,60.00031459,Ga2N2,2,2,-24.33509409,R 3 m
set_1,mp-1009217-MnSb-GaN_swapped_randomly_scaled,YES,6.053494695,3.024020176,3.024020176,60,60.02980116,60.02980116,Ga2N2,2,2,-22.74089318,R -3 m
set_1,mp-1001789-IrC-GaN_swapped,YES,3.24457873,3.24457873,3.24457873,60,60,60,GaN,1,1,-12.15490686,F -4 3 m
set_1,mp-10015-SiOs-GaN,YES,2.733472137,2.733472137,2.733472137,90,90,90,GaN,1,1,-9.07661129,P m -3 m
set_1,mp-1008926-CrTe-GaN_swapped_randomly_scaled,YES,6.497670568,3.248815378,3.248815378,60,60.00020269,60.00020269,Ga2N2,2,2,-24.33473805,R 3 m
set_1,mp-1008483-CdN-GaN_swapped,YES,3.002101019,3.002101019,5.267058733,90,90,120,Ga2N2,2,2,-21.20168267,P 63/m m c
set_1,mp-1002220-TmSb-GaN_swapped_randomly_scaled,YES,2.736711936,2.736711936,5.47398182,90,90,90,Ga2N2,2,2,-18.1365191,P 4/m m m
set_1,mp-1009128-MnN-GaN_randomly_scaled,YES,5.479878597,2.724861437,2.724861437,90,90,90,Ga2N2,2,2,-18.13502647,P 4/m m m
set_1,mp-1008483-CdN-GaN_randomly_scaled,YES,3.00806468,6.016120861,5.106499931,90,90,120.0000467,Ga4N4,4,4,-44.38371721,P 21/m
set_1,mp-1001916-HfN-GaN_swapped,YES,3.246465316,3.246465316,3.246465316,60,60,60,GaN,1,1,-12.15782359,F -4 3 m
set_1,mp-1002220-TmSb-GaN,YES,2.735914711,2.735914711,2.735914711,90,90,90,GaN,1,1,-9.06827073,P m -3 m
set_1,mp-1001825-LiBe-GaN_swapped_randomly_scaled,YES,6.036477272,2.962989499,5.214966817,55.76566513,90,90,Ga4N4,4,4,-45.02992226,P 21/m
set_1,mp-10013-SnS-GaN_randomly_scaled,YES,3.246772492,3.246772492,6.493530916,59.99992833,59.99992833,60,Ga2N2,2,2,-24.33547904,R 3 m
set_1,mp-1009894-ZrC-GaN_swapped_randomly_scaled,YES,3.245895088,3.245895088,6.491750424,59.99979744,59.99979744,60,Ga2N2,2,2,-24.32297479,R 3 m
set_1,mp-1008661-AuC-GaN,YES,2.986190929,2.986190929,2.682024249,90,90,120,GaN,1,1,-10.41912433,P -6 m 2
set_1,mp-1002107-LaRh-GaN_randomly_scaled,YES,2.922896669,5.862877316,6.018771914,90,75.87145395,90,Ga4N4,4,4,-43.73351448,P 21/m
set_1,mp-1010953-MgNi-GaN_swapped,YES,2.725191912,3.878833397,3.866301756,90,90,90,Ga2N2,2,2,-18.20529258,P m m a
set_1,mp-1002184-TcB-GaN,YES,3.245246725,3.245246725,3.245246725,60,60,60,GaN,1,1,-12.15559409,F -4 3 m
set_1,mp-1001827-IrC-GaN,YES,2.988332066,2.988332066,2.683615388,90,90,120,GaN,1,1,-10.41469463,P -6 m 2
set_1,mp-1002187-TcB-GaN_randomly_scaled,YES,3.024942019,6.050054134,3.024942019,60.00093003,60,60.00093003,Ga2N2,2,2,-22.71361911,R -3 m
set_1,mp-1009770-RuN-GaN,YES,3.244456202,3.244456202,3.244456202,60,60,60,GaN,1,1,-12.15433992,F -4 3 m
set_1,mp-1008923-CuN-GaN_swapped_randomly_scaled,YES,5.484545348,2.72613472,2.72613472,90,90,90,Ga2N2,2,2,-18.14699608,P 4/m m m
set_1,mp-1009128-MnN-GaN_swapped,YES,2.733407225,2.733407225,2.733407225,90,90,90,GaN,1,1,-9.04472424,P m -3 m
set_1,mp-1009731-ReC-GaN,YES,2.734082707,2.734082707,2.734082707,90,90,90,GaN,1,1,-9.07238406,P m -3 m
set_1,mp-1009493-NpN-GaN_randomly_scaled,YES,2.718889592,2.718889592,5.508519006,90,90,90,Ga2N2,2,2,-18.23826955,P 4/m m m
set_1,mp-1009127-MgO-GaN,YES,2.733665118,2.733665118,2.733665118,90,90,90,GaN,1,1,-9.07140024,P m -3 m
set_1,mp-1009494-NpN-GaN_swapped,YES,3.245002338,3.245002338,3.245002338,60,60,60,GaN,1,1,-12.16350175,F -4 3 m
set_1,mp-1001825-LiBe-GaN_randomly_scaled,YES,3.523604022,5.651253675,5.574990633,74.35239251,90,90,Ga4N4,4,4,-33.79440904,P m
set_1,mp-1009735-ReC-GaN_swapped,YES,2.988627595,2.988627595,2.683837762,90,90,120,GaN,1,1,-10.41037931,P -6 m 2
set_1,mp-1009220-NaH-GaN,YES,2.733499632,2.733499632,2.733499632,90,90,90,GaN,1,1,-9.0771305,P m -3 m
set_1,mp-1001913-HoBi-GaN_swapped,YES,2.736336483,2.736336483,2.736336483,90,90,90,GaN,1,1,-9.06842638,P m -3 m
set_1,mp-1008487-BW-GaN,YES,2.956593892,2.921350361,5.406130231,105.2850508,90,90,Ga2N2,2,2,-21.72751872,P 21/m
set_1,mp-1002188-TcB-GaN_randomly_scaled,YES,2.98873571,2.98873571,5.368028564,90,90,120,Ga2N2,2,2,-20.82195328,P -6 m 2
set_1,mp-1009646-ReN-GaN_randomly_scaled,YES,2.982822378,2.982822378,5.364142451,90,90,120,Ga2N2,2,2,-20.81753055,P -6 m 2
set_1,mp-1002227-RbSb-GaN_swapped,YES,3.024992723,3.024992723,3.024992723,60,60,60,GaN,1,1,-11.332347,F m -3 m
set_1,mp-1009494-NpN-GaN_randomly_scaled,YES,6.489622491,3.245020005,3.245020005,60,59.99787175,59.99787175,Ga2N2,2,2,-24.32795715,R 3 m
set_1,mp-1007666-HoAu-GaN_swapped,YES,3.02543603,3.027677077,5.23391928,90,54.74437172,90,Ga2N2,2,2,-22.7229058,P 21/m
set_1,mp-1009133-MnCo-GaN_randomly_scaled,YES,2.734580161,5.469144878,2.734580161,90,90,90,Ga2N2,2,2,-18.14919308,P m -3 m
set_1,mp-1009207-MnSb-GaN_swapped_randomly_scaled,YES,2.723074755,2.723074755,5.5065815,90,90,90,Ga2N2,2,2,-18.25872424,P 4/m m m
set_1,mp-1009878-ZrC-GaN_randomly_scaled,YES,2.733893386,5.467343466,2.733893386,90,90,90,Ga2N2,2,2,-18.15306133,P 4/m m m
set_1,mp-1006886-CeS-GaN_randomly_scaled,YES,2.736721501,2.736721501,5.473455373,90,90,90,Ga2N2,2,2,-18.13531088,P m -3 m
set_1,mp-1009694-ReN-GaN_swapped,YES,3.024559833,3.024559833,3.024559833,60,60,60,GaN,1,1,-11.35602978,F m -3 m
set_1,mp-1008924-DySb-GaN,YES,2.735836079,2.735836079,2.735836079,90,90,90,GaN,1,1,-9.06832145,P m -3 m
set_1,mp-10026-ScTe-GaN_swapped,YES,3.0054014,3.0054014,5.268517983,90,90,120,Ga2N2,2,2,-21.19723022,P 63/m m c
set_1,mp-1007918-DyAu-GaN_swapped,YES,3.025420386,3.028356444,5.236914884,90,54.71062899,90,Ga2N2,2,2,-22.72319824,P 21/m
set_1,mp-1002222-TlN-GaN_swapped_randomly_scaled,YES,3.023857486,3.023857486,6.047696669,59.99989988,59.99989988,60,Ga2N2,2,2,-22.72993302,R -3 m
set_1,mp-1008505-BaPd-GaN_randomly_scaled,YES,3.021758462,6.047567615,4.279068504,90,89.9257144,90,Ga4N4,4,4,-45.45771387,P 21/m
set_1,mp-1008965-CdN-GaN_swapped,YES,2.987884032,2.987884032,2.682849712,90,90,120,GaN,1,1,-10.42145039,P -6 m 2
set_1,mp-1008487-BW-GaN_swapped,YES,2.952568043,2.923164548,5.412992266,105.0870738,90,90,Ga2N2,2,2,-21.72837174,P 21/m
set_1,mp-1014160-ZrN-GaN_swapped_randomly_scaled,YES,6.004204571,3.002107107,5.268053997,89.99999606,90.00002255,120.0004233,Ga4N4,4,4,-42.38620365,P 1
set_1,mp-1014138-ZrB-GaN_swapped,YES,2.992592775,2.992592775,5.279129923,90,90,120,Ga2N2,2,2,-21.19607976,P -6 m 2
set_1,mp-1014160-ZrN-GaN,YES,3.010198244,3.010198244,5.112970994,90,90,120,Ga2N2,2,2,-22.1828482,P -3 m 1
set_1,mp-1008650-CeSe-GaN_swapped_randomly_scaled,YES,2.73633542,2.73633542,5.471348626,90,90,90,Ga2N2,2,2,-18.13626775,P 4/m m m
set_1,mp-1009134-MnFe-GaN,YES,2.756277804,2.756277804,2.677156953,90,90,90,GaN,1,1,-9.07625286,P 4/m m m
set_1,mp-1007691-HfPt-GaN_swapped,YES,3.019395897,3.022619379,4.278251518,90,89.90956274,90,Ga2N2,2,2,-22.7205165,P 21/m
set_1,mp-1009551-PbS-GaN_swapped,YES,3.004280278,3.004280278,2.680128147,90,90,120,GaN,1,1,-10.42499938,P -6 m 2
set_1,mp-1009583-PrAs-GaN,YES,2.754274665,2.754274665,2.699151122,90,90,90,GaN,1,1,-9.07574645,P 4/m m m
set_1,mp-1002223-DyP-GaN,YES,2.73699551,2.73699551,2.73699551,90,90,90,GaN,1,1,-9.13089445,P m -3 m
set_1,mp-1001913-HoBi-GaN_swapped_randomly_scaled,YES,2.738228198,5.476371078,2.738228198,90,90,90,Ga2N2,2,2,-18.13671583,P 4/m m m
set_1,mp-1012435-PbS-GaN,YES,3.009687343,3.011814608,5.11036511,90,90,119.9742269,Ga2N2,2,2,-22.18833155,P 21
set_1,mp-1009493-NpN-GaN_swapped_randomly_scaled,YES,2.71896424,2.71896424,5.508662821,90,90,90,Ga2N2,2,2,-18.23827854,P 4/m m m
set_1,mp-1009652-RhC-GaN,YES,3.024546141,3.024546141,3.024546141,60,60,60,GaN,1,1,-11.35600153,F m -3 m
set_1,mp-1008524-BeSe-GaN_swapped,YES,2.995123953,2.995123953,5.2735993,90,90,120,Ga2N2,2,2,-21.19652223,P 63/m m c
set_1,mp-1009220-NaH-GaN_swapped,YES,2.733499106,2.733499106,2.733499106,90,90,90,GaN,1,1,-9.0771305,P m -3 m
set_1,mp-1009206-MnSn-GaN_swapped_randomly_scaled,YES,2.721072051,2.721072051,5.50745581,90,90,90,Ga2N2,2,2,-18.26038914,P 4/m m m
set_1,mp-1009135-MnP-GaN_randomly_scaled,YES,3.244968747,6.48951835,3.244968747,59.99786343,60,59.99786343,Ga2N2,2,2,-24.32819644,R 3 m
set_1,mp-1009748-ScC-GaN,YES,2.734164919,2.734164919,2.734164919,90,90,90,GaN,1,1,-9.07514391,P m -3 m
set_1,mp-1009264-NbCo-GaN,YES,2.736657309,2.736657309,2.736657309,90,90,90,GaN,1,1,-9.12230548,P m -3 m
set_1,mp-1002188-TcB-GaN_swapped_randomly_scaled,YES,2.988738082,2.988738082,5.368043478,90,90,120,Ga2N2,2,2,-20.82199939,P -6 m 2
set_1,mp-1009752-ScSi-GaN_randomly_scaled,YES,6.489829667,3.245108295,3.245108295,60,59.99802777,59.99802777,Ga2N2,2,2,-24.33500252,R 3 m
set_1,mp-1009720-RhN-GaN_randomly_scaled,YES,3.024531877,6.049166127,3.024531877,60.00055982,60,60.00055982,Ga2N2,2,2,-22.71265457,R -3 m
set_1,mp-1002106-HfPd-GaN_swapped_randomly_scaled,YES,5.509162873,2.723226791,2.723226791,90,90,90,Ga2N2,2,2,-18.2568034,P 4/m m m
set_1,mp-1009748-ScC-GaN_randomly_scaled,YES,5.468804349,2.734410944,2.734410944,90,90,90,Ga2N2,2,2,-18.15030233,P m -3 m
set_1,mp-1001844-HoN-GaN_swapped,YES,2.729258847,2.729258847,2.729258847,90,90,90,GaN,1,1,-9.07770506,P m -3 m
set_1,mp-1012435-PbS-GaN_randomly_scaled,YES,6.019653716,3.011702265,5.110425086,89.99261956,90.00416311,119.9789559,Ga4N4,4,4,-44.3766672,P 1
set_1,mp-1002181-TcN-GaN,YES,3.24618,3.24618,3.24618,60,60,60,GaN,1,1,-12.15454734,F -4 3 m
set_1,mp-1002226-ErAs-GaN_swapped_randomly_scaled,YES,2.736727507,5.47346171,2.736727507,90,90,90,Ga2N2,2,2,-18.1356815,P m -3 m
set_1,mp-1008998-LaS-GaN,YES,2.732231281,2.732231281,2.732231281,90,90,90,GaN,1,1,-9.06782992,P m -3 m
set_1,mp-1002209-ReN-GaN_randomly_scaled,YES,6.489009994,3.244535049,3.244535049,60,59.9996936,59.9996936,Ga2N2,2,2,-24.30965126,R 3 m
set_1,mp-1009540-OsC-GaN_swapped,YES,3.24448854,3.24448854,3.24448854,60,60,60,GaN,1,1,-12.1547568,F -4 3 m
set_1,mp-1009206-MnSn-GaN,YES,2.736831182,2.736831182,2.736831182,90,90,90,GaN,1,1,-9.13053939,P m -3 m
set_1,mp-1009218-MoC-GaN_swapped,YES,3.244933936,3.244933936,3.244933936,60,60,60,GaN,1,1,-12.15530062,F -4 3 m
set_1,mp-1001605-PrBi-GaN_swapped_randomly_scaled,YES,2.750681535,2.750681535,5.413681705,90,90,90,Ga2N2,2,2,-18.12836474,P 4/m m m
set_1,mp-1009751-ScC-GaN_randomly_scaled,YES,6.491676165,3.245876783,3.245876783,60,59.99960558,59.99960558,Ga2N2,2,2,-24.32329149,R 3 m
set_1,mp-1009230-NdAs-GaN_swapped,YES,2.700869177,2.752567846,2.752567846,90,90,90,GaN,1,1,-9.0758794,P 4/m m m
set_1,mp-1007661-InSb-GaN_randomly_scaled,YES,3.24932165,6.500741997,5.279608131,90,90,119.9894008,Ga4N4,4,4,-48.72996221,C m c 21
set_1,mp-1009019-FeN-GaN_randomly_scaled,YES,2.726347436,2.726347436,5.484516692,90,90,90,Ga2N2,2,2,-18.14213634,P 4/m m m
set_1,mp-1009545-PaN-GaN_swapped,YES,3.02405799,3.02405799,3.02405799,60,60,60,GaN,1,1,-11.36495446,F m -3 m
set_1,mp-1008987-IrN-GaN_swapped_randomly_scaled,YES,3.24460628,6.489085971,3.24460628,59.99935468,60,59.99935468,Ga2N2,2,2,-24.30989494,R 3 m
set_1,mp-1014230-TiZn-GaN_randomly_scaled,YES,5.523477752,2.718812209,2.718812209,90,90,90,Ga2N2,2,2,-18.24697153,P 4/m m m
set_1,mp-1009264-NbCo-GaN_swapped,YES,2.736658494,2.736658494,2.736658494,90,90,90,GaN,1,1,-9.12230545,P m -3 m
set_1,mp-1009077-FeH-GaN,YES,3.00988743,3.00988743,3.00988743,60,60,60,GaN,1,1,-11.31097042,F m -3 m
set_1,mp-1007881-FeB-GaN_swapped_randomly_scaled,YES,2.925448797,5.942639036,5.14213268,90,73.47347925,90,Ga4N4,4,4,-42.99478674,C m c m
set_1,mp-1002104-LaPt-GaN_swapped,YES,3.02436539,3.024473872,5.236449068,90,54.72299447,90,Ga2N2,2,2,-22.72512525,P 21/m
set_1,mp-1008912-AgC-GaN_randomly_scaled,YES,3.246155935,6.492292314,3.246155935,59.99990035,60,59.99990035,Ga2N2,2,2,-24.31694001,R 3 m
set_1,mp-1009008-LaTe-GaN,YES,2.738167647,2.738167647,2.738167647,90,90,90,GaN,1,1,-9.06845068,P m -3 m
set_1,mp-1009489-RbTe-GaN,YES,3.021412528,3.021412528,3.021412528,60,60,60,GaN,1,1,-11.33232088,F m -3 m
set_1,mp-1002183-TcB-GaN_randomly_scaled,YES,5.46682,2.73341,2.73341,90,90,90,Ga2N2,2,2,-18.14572347,P m -3 m
set_1,mp-1008558-AuN-GaN_swapped_randomly_scaled,YES,6.492067746,3.246047088,3.246047088,60,59.99986533,59.99986533,Ga2N2,2,2,-24.31825609,R 3 m
set_1,mp-1001826-VN-GaN_randomly_scaled,YES,3.246276822,6.492541802,3.246276822,59.99993967,60,59.99993967,Ga2N2,2,2,-24.30611806,R 3 m
set_1,mp-1007691-HfPt-GaN,YES,2.922036465,2.933937494,5.880570454,90,75.8441684,90,Ga2N2,2,2,-21.84114718,P 21/m
set_1,mp-10108-NpP-GaN_swapped,YES,3.02452809,3.02452809,3.02452809,60,60,60,GaN,1,1,-11.36811335,F m -3 m
set_1,mp-1009495-OsN-GaN_randomly_scaled,YES,3.024639596,6.049379958,3.024639596,60.00055102,60,60.00055102,Ga2N2,2,2,-22.71289817,R -3 m
set_1,mp-1009222-MnTe-GaN,YES,3.245048906,3.245048906,3.245048906,60,60,60,GaN,1,1,-12.16765195,F -4 3 m
set_1,mp-1008931-ErSb-GaN_swapped,YES,2.735859267,2.735859267,2.735859267,90,90,90,GaN,1,1,-9.06828984,P m -3 m
